link,title,datetime,abstract
/realtimenews/20230313001740-260407,上兵人真的在大陸！ 批踢踢鄉民崩潰狂喊：恐洩漏「這機密」,2023-03-13 11:34,金門縣二膽島守備隊陳姓上兵失蹤事件，持續受到各界關注，陸委會主委邱太三今（13）日證實，陳姓上兵人確實是在大陸。相關新聞經轉傳至社群平台PTT後，引發鄉民熱議，相關討論程度更已呈現「爆」等級，尤其對於
/realtimenews/20230313001758-260407,民進黨大局條款 陳其邁：相信同志會基於大局去考量,2023-03-13 11:32,高雄市長陳其邁13日出席模範公車駕駛長表揚典禮，對於民進黨中執會日前推出對於立委選舉的大局條款，陳其邁說，相信每一位從政的同志都會基於大局去考量，相信每人都有智慧；選民也有智慧去看每一位政治家、政治工
/realtimenews/20230313001775-260407,加薪4千！蔣萬安宣布：北市公辦托育人員起薪3萬8千元,2023-03-13 11:24,台北市長蔣萬安13日宣布，改善北市公辦民營托營機構勞動條件，托育人員薪資標準自3萬4000元提升至3萬8000元，加薪4000元，且師生比自法定1比5降至1比4。同時提高服務量能，81家公辦民營托嬰中
/realtimenews/20230313001662-260407,退役軍官揪團赴陸參加黃埔校慶 綠委籲將領：別當統戰棋子,2023-03-13 11:11,有多個退伍軍方社團正號召500名黃埔軍校校友至大陸參加黃埔建校99周年活動，陸軍官校校友總會提出嚴正警告，呼籲校友慎思、謹慎，不要陷入統戰陰謀。對此，民進黨立委劉世芳13日呼籲，中華民國的退役將領千萬
/realtimenews/20230313001563-260407,國軍軍紀問題頻傳、提前退伍數增 民眾黨：邱國正應上緊發條,2023-03-13 10:54,國軍近年有超過8000名基層軍人申請退伍，國安局特勤中心亦有多名資深上校軍官申請提前退伍，民眾黨立院黨團表示，國軍從上至下都在早退，且近期軍紀問題頻傳，突顯內控機制失靈，呼籲國防部長邱國正應上緊發條，
/realtimenews/20230313001525-260407,涉貪案今開庭！林姿妙抵宜蘭地院喊：無所畏懼坦蕩蕩,2023-03-13 10:45,宜蘭縣長林姿妙等官員涉貪案，今（13日）宜蘭地方法院召開第2次準備程序庭，縣長林姿妙的女兒上午9時52分抵達，一語不發的走往法庭，林姿妙則於10時3分到法院，她說，「我無所畏懼、坦蕩蕩，為什麼要這樣汙
/realtimenews/20230313003175-260407,屏東縣長選舉無效訴訟 合議庭裁示：3／25驗12個票箱,2023-03-13 15:26,國民黨屏東縣長落選人蘇清泉提出選舉無效及當選無效訴訟，今天準備程序庭終結，屏東地方法院合議庭裁示25日勘驗12個投開票所票箱。
/realtimenews/20230313003095-260407,拚8個月當4年用！蔡培慧宣示就職 72歲媽媽、英系立委現身力挺,2023-03-13 15:18,南投立委補選當選人蔡培慧，13日上午由中選會副主委陳朝建送交當選證書，下午在黨團總召柯建銘、幹事長鄭運鵬，以及多名英系立委迎接下宣誓就職，正式就任第10屆立委，高齡72歲的蔡媽媽更驚喜現身，母女倆手握
/realtimenews/20230313002967-260407,國民黨「黑馬」人氣飆升超越侯友宜 最新網路民調跌破眼鏡,2023-03-13 15:07,中廣蓋洛普10日公布2024總統選戰最新民調，國民黨有逐漸下滑的趨勢，而「侯友宜是否該盡快表態」一題上，也有超過5成的民眾抱持贊同的意見。另在2024各黨總統候選人方面，民進黨主席賴清德似乎已定於一尊
/realtimenews/20230313002973-260407,沈富雄：侯友宜是籠中虎 一出閘就不得了,2023-03-13 15:06,民進黨總統黨內初選今天登記起跑，國民黨仍態勢未明。雖然新北市長侯友宜近期民調下滑，但前立委沈富雄今天強調，侯是被關在籠裡的老虎，一旦閘門打開就不得了。要國民黨主席朱立倫不要怕東怕西傷了士氣，必須「莊敬
/realtimenews/20230313002685-260407,國民黨提2024藍白合 鍾沛君：柯文哲要先想好定位,2023-03-13 15:01,國民黨備戰2024大選，黨主席朱立倫喊出團結非綠力量，國民黨副主席連勝文則提「藍白合」。國民黨台北市議員鍾沛君13日表示，政治上既然要「合」就要交換，民眾黨主席柯文哲要先有下階段定位，否則難以和「友軍
/realtimenews/20230313002657-260407,宋楚瑜再戰2024？沈富雄：不夠豁達也過不了門檻,2023-03-13 14:58,親民黨主席宋楚瑜被問到否再戰2024總統大選時表示「年齡不是問題」，被解讀並未放棄參選。對此，前立委沈富雄今天表示，宋還對一些事情執著放不下「不夠豁達」，無論是宋楚瑜還是日前表態要選總統的前監察院長王
/realtimenews/20230313002651-260407,金門失聯上兵在廈門 藍委轟國防部螺絲鬆曝警訊,2023-03-13 14:53,二膽島陳姓上兵從9日離營失聯迄今，陸委會主委邱太三今證實透過管道得知該士兵人在大陸。國民黨立委賴士葆直言，蔡政府抗中保台政策讓兩岸關係緊張，戰爭彷彿一觸即發，國防部馬不停蹄頒布新政策，每一項都是驚天動
/realtimenews/20230313002631-260407,低薪問題嚴重蔡政府不作為 國民黨團提修法三箭,2023-03-13 14:46,面對連續兩年實質薪資呈現負成長，再加上不斷上升通膨、飆漲的物價，讓年輕人和受薪階級壓得喘不過氣。國民黨立院黨團今指出，眼看蔡政府、陳內閣消極不願解決勞工低薪問題，無視國民黨多次呼籲盡速提出具體可行性方
/realtimenews/20230313002813-260407,國軍醜聞連環爆蔡英文又神隱 她不忍了嗆問一句,2023-03-13 14:43,國軍近期接連爆出缺肉、上兵失蹤後被證實人在大陸等重大新聞。對此，國民黨台北市議員李彥秀指出，面對這些事件，多次宣稱要捍衛國軍尊嚴、當國軍堅實後盾的總統蔡英文，並沒有動作，她更怒問蔡，「妳還要神隱多久？
/realtimenews/20230313002620-260407,500退役軍官赴陸參加黃埔校慶？馮世寬嗆勿貪蠅頭小利：共機不會少來,2023-03-13 14:41,外傳我國有500位退役軍官在退伍軍方社團受邀，組團赴陸參加黃埔99週年紀念大會，引發爭議。退輔會主委馮世寬今強調，黃埔軍校所有東西都在台灣，這裡才是正統，希望退伍協會此時能共體時艱；退輔會更重話表示，
/realtimenews/20230313002859-260407,台中購物節追加3.5億 引爆藍綠議員論戰,2023-03-13 14:35,台中市議會今天進行第4屆第1次臨時會，針對市府追加「消費金喜送」經費3.5億，引爆藍綠爭論，民進黨議員指去年已決議購物節預算不能以追加方式辦理，市府的做法藐視議會，黨團成員舉牌站在台前、要求退回；藍營
/realtimenews/20230313002527-260407,失聯上兵人在大陸 馮世寬：游泳過去的可能性不大,2023-03-13 14:32,陸軍金防部二膽守備隊26歲陳姓上兵日前失聯，陸委會主委邱太三今證實該陳姓上兵目前人在大陸，先前傳陳姓上兵疑穿著救生衣游向大陸，但退輔會主委馮世寬今表示，陳姓上兵游泳過去的可能性不大，至於15日即將發布
/realtimenews/20230313002515-260407,林姿妙遭「不正當訊問」？他爆：廉政官問訊拍桌、摔卷宗,2023-03-13 14:30,宜蘭縣長林姿妙等官員涉貪案，今天（13日）再開準備程序庭，林姿妙等13名被告到庭，但被告官員吳東原等人的律師，紛紛聲請勘驗廉政官問訊時的影音光碟，更指控在極度疲勞的情況下，廉政官偵訊時拍桌、摔卷宗、大
/realtimenews/20230313002785-260407,我駐巴西外館組長16樓墜落亡 外交部證實了,2023-03-13 14:25,今（13）日有消息傳出，我國駐巴西聖保羅辦事處王姓組長於16樓墜落身亡，外交部發言人劉永健稍早已證實此事，他說明事件發生在3月10日上午，王組長於駐地住所輕生，駐處第一時間即前往處理，外交部也馬上通知
/realtimenews/20230313002264-260405,管中閔出書憶台大校長遴選「不能船過水無痕」,2023-03-13 14:23,作家楊渡與前國立台灣大學校長管中閔合出新書，紀錄民國107年台大校長遴選事件。管中閔今天表示，大學自治是台灣價值最重要一部分，事件需留下文字紀錄，不希望船過水無痕。 時報文化出版企業股份有限公司
/realtimenews/20230313002732-260407,金門失聯上兵廈門獲救 綠委籲做好最壞打算、思考緊急移防必要,2023-03-13 14:14,陸軍金門二膽防區26歲陳姓上兵9日失蹤，國民黨立委陳玉珍證實他游往大陸被對岸海警救起，由於陳男為伙房兵，能掌握全島人數、主副食存量，外界憂心二膽島防務恐曝光。對此，民進黨立委蔡適應13日呼籲國防部應立
/realtimenews/20230313002635-260407,張善政奪「六都市長好感度」冠軍 藍營空戰大師爆驚人內幕,2023-03-13 14:10,桃園市長張善政聲量爆衝，且甫上任就積極推動各項政策，引發各界關注。粉專《政客爽》經由《KEYPO大數據系統》數據分析，張善政在六都市長的網路好感度拿下冠軍。對此，國民黨台北市議員徐巧芯指出，張善政現在
/realtimenews/20230313002524-260407,被迫5、6月表態是否參選總統？ 侯友宜回應了,2023-03-13 14:09,外傳新北市長侯友宜本要7、8月才會表態是否參選2024總統大選，但南投立委補選後，國民黨內希望侯5、6月就表態。對此侯友宜今（13）日仍未鬆口，他說，他現在的角色是新北市長，新北市還有很多大小建設要靠
/realtimenews/20230313002491-260407,桃園忠烈祠擬送回這尊日本神 她嗆冒犯反遭轟：裡面很多抗日烈士,2023-03-13 13:59,桃園市政府日前宣布，在桃園忠烈祠供奉的日本天照大神，將會送回日本，此舉引發民進黨桃園市議員黃瓊慧批評「冒犯國際禮儀」。對此，粉專「政客爽」怒轟黃瓊慧，指她拿了國家薪水，就應要站在中華民國的立場，「想當
/realtimenews/20230313002323-260407,新竹球場翻版？台南這館延宕又經費暴增 藍要賴清德道歉,2023-03-13 13:22,預定落腳台南市東區的國立科學未來館，從前市長賴清德時代規畫的小巨蛋，至今不僅興建經費從28億多元，一路膨脹到79億多元，還因經費由公費支出或採用促參方式由民間興建仍搞不定，導致興建案遙遙無期。立委陳以
/realtimenews/20230313003937-260407,蘇清泉提重新驗票法院判准 法官詳述理由及限制,2023-03-13 18:14,不滿去年屏東縣長選舉，國民黨候選人蘇清泉向法院聲請重新驗票，經合議庭討論後公布評議結果，僅准予驗票12個投開票所，其他查無違誤投開票所則不勘驗，時間將訂在3月25日上午9時起。屏東縣選委會估計，最快半
/realtimenews/20230313004197-260407,綠側翼牙醫粉專遭下架 竟惱羞扯她癌症病史？網炸鍋怒批,2023-03-13 18:10,缺蛋亂象網路熱議，但綠營側翼網軍試圖帶風向粉飾太平，粉專「盾牌牙醫史書華」日前甚至說「缺蛋？還是缺腦？」結果疑似遭檢舉到被臉書下架，甚至開分身帳號也被紅標，讓國民黨台北市議員鍾沛君忍不住喊「天道好輪迴
/realtimenews/20230313004170-260407,屏東縣長選舉延長賽 法官允部分驗票 周春米回應了,2023-03-13 17:59,去年底以1萬餘票惜敗的國民黨屏東縣長候選人蘇清泉向屏東地院提起選舉無效之訴，經屏東地院合議庭評議後，裁定將勘驗12個投開票所票匭，對此，屏東縣長周春米表示，尊重法院裁決，但呼籲要回歸理性。周春米表示，
/realtimenews/20230313003996-260407,名醫批時弊竟遭匿名投訴「胡亂發言」？院方霸氣4字回應,2023-03-13 17:35,缺藥問題近期浮上檯面，衛福部日前坦承國內15類藥物嚴重缺貨。胸腔內科醫師蘇一峰就曾指出，急救插管藥物Cisatracurium是「大白肺」患者的重要救命藥物，不能忽視缺貨問題。沒想到卻有網友質疑他「唯
/realtimenews/20230313003784-260407,基隆重大政策議題民調 逾5成民眾認基捷負擔不合理,2023-03-13 17:08,基隆市政府13日下午公布針對市府的重大政策及重大議題的相關民意調查，其中關於基捷地方負擔款暴增至53億元部分，有51.5％的民眾認為不合理，另外也有超過6成的民眾，支持基隆市府協助民間團體提出四接地方
/realtimenews/20230313003691-260407,救國團青年拜會 張善政曝當年和「他」一起獲《青年獎章》,2023-03-13 16:46,歡慶青年節，救國團12名「桃園市社會優秀青年」得獎者13日和桃園市長張善政座談，張笑著分享自己1984年和新北市長侯友宜一起榮獲救國團《青年獎章》，感謝救國團長年鼓舞青年，也期盼桃園可以成為青年就業創
/realtimenews/20230313003725-260407,媒體人看完三腳督最新民調 大膽斷言2024結局：他恐會贏,2023-03-13 16:44,中廣與蓋洛普民調10日公布最新「2024年總統選舉及相關政治議題民意調查」，結果顯示若是「賴鄭配」獲得支持度最高，達到36.45%，次高為「郭柯配」，支持度23.59，「侯朱配」則落居第3位，支持度只
/realtimenews/20230313003612-260407,北韓本月兩度試射飛彈 外交部譴責,2023-03-13 16:42,北韓於本月9日下午從西部的南浦地區，向黃海方向發射數枚短程彈道飛彈，並於12日凌晨又從東部咸鏡南道的新浦近海，使用潛艦向日本海方向發射2枚巡弋飛彈，再度升高區域緊張情勢。外交部今天對北韓在短時間內兩度
/realtimenews/20230313003641-260407,遭立委點名公司是黑槍來源？「鴻聲國際」怒駁：保留法律追訴權,2023-03-13 16:33,立委邱顯智13日召開記者會指出，近年台灣槍擊事件頻繁、黑道高調辦春酒，他將台灣黑槍、子彈來源指向「鴻聲國際公司」，稱該公司是由民進黨前立委梁牧養兒女所經營；鴻聲國際稍早也發生聲明嚴正駁斥，公司依法進口
/realtimenews/20230313003604-260407,黃國書不選台中綠委恐丟一席？ 柯建銘說話了,2023-03-13 16:27,因線民案退出民進黨的台中第6選區立委黃國書，今日正式宣布他將遵守承諾，不再參選立委連任，請黨中央照既定的初選提名機制走。對此，民進黨提名策略小組成員、民進黨立法院黨團總召柯建銘受訪說，黨有黨的機制，將
/realtimenews/20230313003488-260407,「她們」也不能例外！綠南市黨部：立委初選不得與賴同框,2023-03-13 16:25,民進黨即將於20日至24日受理區域立委提名登記，但因許多選將都與黨主席賴清德合掛看板，黨中央認為有誤導民眾之嫌，已明令禁止。台南市黨部13日表示，有意參加立委提名的黨內同志，即日起至初選時程結束前，不
/realtimenews/20230313003451-260407,賴清德不穩了？游盈隆為何喊「背脊發涼」 郭正亮揭祕,2023-03-13 16:22,可能代表民進黨參選2024的副總統兼民進黨主席賴清德，傳出將把總統蔡英文的「四個堅持」納入民進黨黨綱，引發台灣民意基金會董事長游盈隆強烈的不滿，怒批此舉只有極權國家才會這麼做、必定地動山搖。對此，前立
/realtimenews/20230313003582-260407,管中閔飽受民進黨大力摧殘！葉匡時聽完「這件事」嚇壞了,2023-03-13 16:17,作家楊渡和台大前校長管中閔記錄2018年台大校長遴選事件過程，《大學的脊梁： 台大校長遴選事件與管中閔心情記事》10日出版，楊渡訪談事件中重要相關人士，記錄當年鮮為人知的關鍵內幕；事件主角管中閔則寫下
/realtimenews/20230313003003-260407,黃國書不選2024要換誰？ 最可能「這2人」回應了,2023-03-13 16:14,因「線民案」退出民進黨的無黨籍立委黃國書宣布將不再戰2024，民進黨將由誰披戰袍？被視為最有可能出線的現任議員江肇國、黃守達，今天面對媒體詢問都表示會再考慮。民進黨台中市黨部主委李天生則說，民進黨要一
/realtimenews/20230313003390-260407,二膽上兵回不來？邱太三稱對岸已讀不回 郭正亮曝下場,2023-03-13 16:07,金門上兵失聯事件，陸委會主委邱太三今（13）日證實，目前陳姓上兵確實人在大陸，但現《兩岸共打協議》已取代《金門協議》，所以無法透過紅十字會管道進行營救；海基會昨（12）日發訊對岸也遭已讀不回。對此，前
/realtimenews/20230313003213-260407,核二明將除役 趙少康轟爆：蔡英文是國家罪人,2023-03-13 16:06,核二廠即將於明（14）日除役。對此，中廣董事長趙少康質疑，經濟部規劃以水力發電補核二廠除役後的電力缺口，但是今年少雨，供水已拉警報，哪來的水可以調度發電？他也痛批，蔡英文讓台灣的電又貴又缺，將成國家發
/realtimenews/20230313003377-260407,聲請重驗39 個開票所僅准12 個 蘇清泉律師：遺憾,2023-03-13 15:55,去年底以1萬餘票惜敗的國民黨屏東縣長候選人蘇清泉向屏東地院提起選舉無效之訴，蘇委任律師針對有疑慮投開票所共39處聲請重新驗票，經屏東地院合議庭法官評議，13日下午作出裁定，僅允許重驗其中12個投開票所
/realtimenews/20230313003177-260407,賴清德選總統起步！今派人領表：15日登記黨內初選並發表談話,2023-03-13 15:48,民進黨總統黨內初選今天起至17日進行領表登記，副總統賴清德上午派人領表，之前傳出賴清德將在14日登記，不過賴陣營今天表示，賴清德本人預計15日赴中央黨部登記，屆時會針對他為何參選發表簡短談話。賴陣營表
/realtimenews/20230313003291-260407,新北首場行動治理座談會 圍繞停車場、汙水下水道等議題,2023-03-13 15:43,新北市長侯友宜今（13）日上午至永和區主持今年首場行動治理座談會，會中里長踴躍發言，議題多圍繞在停車場不足及汙水下水道等里民關心的問題，侯友宜感謝里長在第一線即時反映地方大小事，提案都是民眾迫切急需解
/realtimenews/20230313003071-260407,科索沃國會團訪台 前總理霍蒂：支持台灣、增加合作,2023-03-13 15:40,蔡英文總統今天接見科索沃跨黨派國會訪團指出，這是台灣和巴爾幹地區深化交流的起點。科索沃前總理霍蒂也強調，此行就是要表達和台灣站在一起，支持台灣，並要增加在各領域的合作。希望台灣能將科索沃視為在該地區的
/realtimenews/20230313004933-260407,頭條揭密》矽谷銀行爆雷傷害不大污辱性強 中國這回「贏了」,2023-03-13 23:09,美國矽谷銀行倒閉被接管掀起創投圈與全球金融市的波動，但情況並不嚴重。感覺上最嚴重、影響最大的是中國的媒體，這是近幾年美中關係惡化以來稍稍可以讓中國紓解一下被美國打壓產生怨氣的時刻。矽谷銀行倒閉的原因其
/realtimenews/20230313004049-260407,蔡政府勸麥卡錫今年別訪台 以免衝擊2024大選,2023-03-13 23:07,當蔡政府高層透過外媒放話，由於顧慮北京的反應，美國眾議院議長麥卡錫今年將選擇在加州會見蔡總統，而不訪台；但消息傳出後，一向以反共著稱的麥卡錫又放話，他的行程不受北京影響；現在，最新版本又變成，蔡政府向
/realtimenews/20230313004996-260407,病患用不慣學名藥 薛瑞元喊「此風不可長」？網轟：失格,2023-03-13 23:02,第一線降血脂藥「立普妥」短缺，預計5月底恢復正常供應，國內雖有多項可替代使用的學名藥，但有醫師指出，臨床上病患仍習慣使用原廠藥。衛福部長薛瑞元13日表示，學名藥成效及安全性和原廠藥一樣，更直言「醫界出
/realtimenews/20230313004973-260410,長榮航空每股配發0.8元,2023-03-13 22:53,"長榮航空今天公布去（111）年財務報表，合併營收為1,380億元新台幣，每股盈餘1.34元新台幣，董事會決議每股配發0.8元新台幣。另外，長榮航空也公布，將購買5架787-9客機，每架不超過3.55億"
/realtimenews/20230313004952-260407,王美花稱矽銀倒閉對台灣影響不大？民眾火大：想砸電視,2023-03-13 22:45,矽谷銀行（SVB）無預警倒閉引發軒然大波，使美國金融股跳水暴跌，進而波及亞股。經濟部長王美花13日表示，美國政府已經說要確保銀行內存款提存，後續應該會有比較好結果，她認為對台灣影響不大。《盧秀芳辣晚報
/realtimenews/20230313004878-260407,2024藍營誰出線？最新網路民調跌破眼鏡 逾6成民眾挺他,2023-03-13 22:11,2022九合一選舉牽動2024總統大選，藍綠白都想奪得總統寶座，引發各界關注。以現階段來看，民進黨最有可能推舉副總統賴清德出戰，民眾黨主席柯文哲也是勢在必行，國民黨的人選卻遲遲未決定，而前立委沈富雄日
/realtimenews/20230313004841-260407,女神主播妻傳懷孕喜訊 名嘴被「多年兄弟」虧1句網笑翻,2023-03-13 22:02,美女主播吳宇舒外貌亮眼，憑親新氣質贏得不少網粉支持，被譽為女神。吳宇舒2013年與媒體人朱凱翔結婚後，肚皮12年都沒消息，12日她突然在臉書宣布已懷孕5個月。朱凱翔也發文喊「是啦，謝謝大家」，社群湧入
/realtimenews/20230313004824-260407,比侯友宜還強？藍營這人無懈可擊 沈富雄驚爆：可選2024,2023-03-13 21:51,在2024各黨總統候選人方面，民進黨主席賴清德似乎已定於一尊，白營也是由主席柯文哲披戰袍出征，但藍營遲遲未定論，讓支持者非常焦急，對此，就有Youtube頻道做出一份網路民調，從結果中可以看到，支持新
/realtimenews/20230313004770-260407,國民黨注意了！若2024藍綠對決 「這招」恐成輸贏關鍵,2023-03-13 21:33,日前南投縣第二選區立委補，由民進黨蔡培慧打敗藍老將林明溱。此役被視為九合一延長賽、2024總統大選前哨戰，結果則是副總統的賴清德黨主席首戰告捷。而《TPOC台灣議題研究中心》今（13）日就分析出，在南
/realtimenews/20230313004778-260407,陸以黃埔校慶統戰？吳斯懷斥：我們有什麼好怕,2023-03-13 21:29,外傳我國有500位退役軍官在退伍軍方社團受邀，組團赴陸參加黃埔99週年紀念大會，引發爭議。退輔會對此重話回應，少數黃埔先進切勿因貪圖落地招待等蠅頭小利，落入中共統戰圈套。國民黨立委吳斯懷認為，這些退役
/realtimenews/20230313004724-260407,新竹再爆大秘寶？ 他揭千億建設驚人現況示警：要缺水了,2023-03-13 21:07,蛋荒擴大，連鴨蛋也要中秋節才減緩，國民黨立委王鴻薇12日指出，豬價11日再飆新高，芒果也遇嚴重缺水，砲轟農委會主委陳吉仲別再戀棧。粉專「綠能你不能」今(13日)也發文指出，蔡政府從106到111年花了
/realtimenews/20230313004679-260407,總統大選藍綠白之爭有戲了？「這兩人」將翻轉2024,2023-03-13 20:50,2022九合一選舉牽動2024總統大選，藍綠白都想奪得總統寶座，民進黨目前是由賴清德定於一尊，民眾黨柯文哲也將參選，至於國民黨人選則是未定，但新北市長侯友宜的呼聲最高。而現年85歲的前監察院長王建煊更
/realtimenews/20230313004636-260407,營救二膽上兵 邱太三稱對岸已讀不回？他揭綠營打這算盤,2023-03-13 20:27,金門二膽失聯兵漂到對岸被救起，引爆炸鍋熱議。媒體人張禹宣今(13日)指出，上兵陳在對岸遭尋獲並已證實，國防部卻依然在裝聾作啞，持續維持搜索狀態，甚至傳出消息即將發布通緝，為的不過是一個避免通匪嫌疑的原
/realtimenews/20230313004615-260407,管中閔新書痛斥「卡管」 監院火速澄清：嚴重背離事實,2023-03-13 20:22,針對台大前校長管中閔13日於新書發表會中，指控監察院「卡管」及干預大學自治，當時負責調查「台大校長遴選案」及「其擔任國發會主委期間違法兼職案」的3名監委高涌誠、王幼玲、蔡崇義稍早澄清，指管中閔的言論嚴
/realtimenews/20230313004604-260407,桃園神社送神返日引抗議 市府：忠烈祠謹守宗教中立,2023-03-13 20:16,桃園忠烈祠暨神社文化園區從日本迎來天照大神等供奉，引發專家學者批評棄祖背宗，桃園市政府請廠商送回日本神祇，地方團體不滿桃市府「送神返日」，13日到桃園神社前抗議違反宗教自由，民進黨團也批張善政無視桃園
/realtimenews/20230313004520-260407,綠委竟用「買房」比喻台獨？徐巧芯酸爆：租屋八千划算,2023-03-13 19:49,民進黨主席賴清德為求2024勝選頻頻出招，日前竟傳出賴擬將總統蔡英文喊出的「四個堅持」納入黨綱，前立委郭正亮曾評「這樣台獨就沒了！」網路熱議台獨是否式微話題，有網友嗆綠委王定宇「為什麼還不宣布台灣獨立
/realtimenews/20230313004443-260407,百年頭一次 美加州托倫斯市台裔市長率團與台南締盟,2023-03-13 19:23,美國加州托倫斯（Torrance）市首位台裔市長陳光豪（George K. Chen），今天率團訪問台南，並與市長黃偉哲簽署國際友誼城市協定。黃偉哲期待，未來兩市在科技、經濟、文化及教育等面向，能有多
/realtimenews/20230313004359-260407,屏東縣長延長賽將驗12投開票所 周春米及蘇清泉各拿這些票,2023-03-13 18:48,去年屏東縣長選舉，國民黨蘇清泉以1萬1077票惜敗，他隨即提出選舉無效之訴，屏東地院評議准予12個投開票所重新驗票；事後統計這幾處投開票所得票情況，周春米共拿4272票，蘇清泉則有3273票，周贏99
/realtimenews/20230313004238-260407,綠委喊營救二膽兵 郭正亮：他去反攻大陸吧！,2023-03-13 18:19,對於二膽兵失聯後被證實人在大陸廈門，民進黨立委王定宇主張必須設法營救回台，前立委郭正亮笑稱，「那他去反攻大陸吧！」犯罪共打不是在處理這種案件！二膽兵失聯事件，民進黨立委王定宇日前主張，對於這名士兵，必
/realtimenews/20230313003874-260407,賴清德15日登記總統初選 籲串聯中央地方黨部戰力,2023-03-13 18:18,民進黨主席賴清德今天下午親自主持黨務主管會報，新聞部主任兼發言人張志豪轉述，賴清德在聽取各部門業務報告後，向黨務主管說明他將於15日周三早上9點半登記，爭取民進黨的提名，參選2024的總統。他會根據黨
/newspapers/20230314000371-260118,朱澤民：軍公教2年沒調薪不公平,2023-03-14 04:10,外食費、雞蛋價格飆漲，全民皆感受到通膨壓力，受僱員工實質薪資連續2年負成長；行政院主計總處主計長朱澤民昨在立法院財委會上表示，當物價上漲、實質所得降低時，薪資就應做出調整，而軍公教薪資2年沒有調整，
/newspapers/20230314000367-260118,出書談卡管 管中閔：搞我的人 我不會忘掉,2023-03-14 04:10,2018年台大校長遴選事件的當事人、台大前校長管中閔昨日舉辦新書《大學的脊梁：台大校長遴選事件與管中閔心情記事》發表會，細數當時政府各部門的惡毒攻擊，他個人的身心受創，也感謝各界湧來的支持，走在路上
/newspapers/20230314000377-260118,賴清德明登記初選 若有競爭者將請假,2023-03-14 04:10,民進黨總統初選起跑，昨天起至17日領表登記，副總統賴清德昨天上午派人領表，預計15日周三上午登記，並就參選理由發表簡短談話。身兼民進黨主席的賴清德昨表示，17日登記結束後，若有2個人以上必須進行初選
/newspapers/20230314000373-260118,新北行動治理座談 里長拱侯選總統,2023-03-14 04:10,新北市29區里長聯誼會將連署要求國民黨提名新北市長侯友宜參選2024總統選舉，侯友宜13日至永和區主持今年首場行動治理座談會，有里長在臨時動議時提出，侯友宜選總統，永和至少有60名里長會幫忙。侯友宜
/newspapers/20230314000369-260118,楊渡：政治力介入 小英完全了解狀況,2023-03-14 04:10,記錄2018年台大校長遴選事件的《大學的脊梁》另一作者，作家楊渡表示，人們很容易遺忘歷史，但對當事人來說，事發時的每一天都是折磨，回看2018年簡直是風雲詭譎、凶險無比。　楊渡昨日透露，台大前校長陳
/newspapers/20230314000375-260118,誹謗罪是否違憲 憲法法庭今辯論,2023-03-14 04:10,台商朱長生、網路電台負責人許榮棋等人均因誹謗罪遭判刑定讞，主張誹謗罪侵害言論自由，聲請釋憲，但主管機關法務部認為，誹謗免除刑罰將造成有錢人任意罵人、賠錢後就沒責任，憲法法庭14日將開庭辯論。這是23
/newspapers/20230314000495-260118,俄烏停戰談判需解決的十大問題,2023-03-14 04:10,聯合國祕書長古特雷斯最近提出的報告中指出，受戰亂影響，烏克蘭有1760萬人，即40%的人口，亟需人道救援。他呼籲俄烏雙方恢復外交談判。如果雙方能有機會坐上談判桌的話，到底有哪些問題需要協商談判呢？審
/newspapers/20230314000501-260118,政治邪教汙染的無用青年,2023-03-14 04:10,Netflix正在播出，韓國攝理教教主鄭明析如何假借神的意旨性侵，受過高等教育的女學生，謊稱「得救了」，這種荒唐的洗腦神劇，顯示高等教育無法完全讓人免於邪教思想的汙染。　政治邪教也是一樣。航空作家王
/newspapers/20230314000497-260118,中國路線的實現,2023-03-14 04:10,石破天驚。3月10日中國、沙烏地阿拉伯、伊朗發表三國共同聲明：「北京對談」促成了沙伊兩國恢復邦交。　兩國讚賞並感謝中國領導人與政府，承辦並且推動「北京對談」，取得成功。三國聲明「願進一切努力，加強國
/newspapers/20230314000493-260118,大陸為何重組科技部,2023-03-14 04:10,大陸改革開放以來的第九輪大規模國務院機構改革方案，最受矚目的當屬重新組建科學技術部。顯然，把科技擺在最核心的位置，體現出大陸對科技創新的高度重視。當前，大陸也確實需要加速整合科技資源，更好地提升科技
/newspapers/20230314000503-260118,看柯文哲訪美,2023-03-14 04:10,民眾黨主席柯文哲預計4月8日起「訪美」三周，據媒體報導，極可能因為與蔡英文的訪美時間重疊，難免有焦點轉移的「失焦」之慮，因而削弱了其效應；同時，也由於柯文哲前此對美國將台灣視為「馬前卒」的棋子，發過
/newspapers/20230314000499-260118,打鐵趁熱 恢復兩岸正常交流,2023-03-14 04:10,蔡英文政府日前宣布，即日起恢復大陸10個定期航班航點及13個包機航點的「10+13」方案，方便台灣同胞往返兩岸。很顯然，此次政策決定是回應大陸稍早提出恢復16個直航航點的呼籲，雖然來得稍晚，但符合在
/realtimenews/20230314000075-260407,英國外交新方針首次提台灣 強調台海局勢穩定,2023-03-14 03:26,英國政府今天公布新版「外交國防安全政策綜合檢討報告」，是2021年首次發布同類文件後，首次提到台灣，並強調台海情勢穩定以及透過對話和平解決台灣議題的重要性。 英國政府2021年首次發布可謂施政方
